FILE	NAME	TYPE	LENGTH	FIELD_TITLE	TITLE	CODES	CODE_VALUES
pbp_Section_A	pbp_a_ready_for_upload_date_tm	CHAR	50	Plan Ready for Upload date/time	Plan Ready for Upload date/tm		
pbp_Section_A	pbp_a_bpt_ma_date_time	CHAR	50	MA BPT date/time	MA BPT date/time		
pbp_Section_A	pbp_a_bpt_pd_date_time	CHAR	50	PD BPT date/time	PD BPT date/time		
pbp_Section_A	pbp_a_bpt_msa_date_time	CHAR	50	MSA BPT date/time	MSA BPT date/time		
pbp_Section_A	pbp_a_bpt_esrd_date_time	CHAR	50	ESRD SNP BPT date/time	ESRD SNP BPT date/time		
pbp_Section_A	pbp_a_upload_date_time	CHAR	50	Upload date/time	Upload date/time		
pbp_Section_A	pbp_a_org_name	CHAR	50	Organization Legal Name:	Organization Legal Name		
pbp_Section_A	pbp_a_org_marketing_name	CHAR	50	Organization Marketing Name:	Organization Marketing Name		
pbp_Section_A	pbp_a_org_website	CHAR	50	Organization Web Site:	Organization Web Site		
pbp_Section_A	pbp_a_plan_name	CHAR	75	Plan Name:	Plan Name		
pbp_Section_A	pbp_a_org_type	CHAR	2	Organization Type:	Organization Type	01	Local CCP
pbp_Section_A	pbp_a_org_type					02	MSA
pbp_Section_A	pbp_a_org_type					03	RFB
pbp_Section_A	pbp_a_org_type					04	PFFS
pbp_Section_A	pbp_a_org_type					05	Demo
pbp_Section_A	pbp_a_org_type					06	1876 Cost
pbp_Section_A	pbp_a_org_type					07	HCPP - 1833 Cost
pbp_Section_A	pbp_a_org_type					08	National PACE
pbp_Section_A	pbp_a_org_type					10	PDP
pbp_Section_A	pbp_a_org_type					11	Regional CCP
pbp_Section_A	pbp_a_org_type					12	Fallback
pbp_Section_A	pbp_a_org_type					13	Employer Direct PDP
pbp_Section_A	pbp_a_org_type					14	Employer Direct PFFS
pbp_Section_A	pbp_a_org_type					15	RFB Local CCP
pbp_Section_A	pbp_a_org_type					17	Employer/Union Only Direct Contract Local CCP
pbp_Section_A	pbp_a_plan_type	CHAR	2	Plan Type:	Plan Type	01	HMO
pbp_Section_A	pbp_a_plan_type					02	HMOPOS
pbp_Section_A	pbp_a_plan_type					04	Local PPO
pbp_Section_A	pbp_a_plan_type					05	PSO (State License)
pbp_Section_A	pbp_a_plan_type					07	MSA
pbp_Section_A	pbp_a_plan_type					08	RFB PFFS
pbp_Section_A	pbp_a_plan_type					09	PFFS
pbp_Section_A	pbp_a_plan_type					18	1876 Cost
pbp_Section_A	pbp_a_plan_type					19	HCPP - 1833 Cost
pbp_Section_A	pbp_a_plan_type					20	National Pace
pbp_Section_A	pbp_a_plan_type					29	Medicare Prescription Drug Plan
pbp_Section_A	pbp_a_plan_type					30	Employer Direct PDP
pbp_Section_A	pbp_a_plan_type					31	Regional PPO
pbp_Section_A	pbp_a_plan_type					32	Fallback
pbp_Section_A	pbp_a_plan_type					40	Employer Direct PFFS
pbp_Section_A	pbp_a_plan_type					42	RFB HMO
pbp_Section_A	pbp_a_plan_type					43	RFB HMOPOS
pbp_Section_A	pbp_a_plan_type					44	RFB Local PPO
pbp_Section_A	pbp_a_plan_type					45	RFB PSO (State License)
pbp_Section_A	pbp_a_plan_type					47	Employer Direct PPO
pbp_Section_A	pbp_a_plan_type					48	MMP HMO
pbp_Section_A	pbp_a_plan_type					49	MMP HMOPOS
pbp_Section_A	pbp_a_network_flag	CHAR	1	Is this a network plan?	Network Flag	1	Full
pbp_Section_A	pbp_a_network_flag					2	No
pbp_Section_A	pbp_a_network_flag					3	Partial
pbp_Section_A	pbp_a_ben_cov	CHAR	1	Enrollee Type:	Enrollee Type	1	Part A and Part B
pbp_Section_A	pbp_a_ben_cov					2	Part B only
pbp_Section_A	pbp_a_hospice_care_yn	CHAR	1	Do you cover Hospice Care?	Hospice Care YN	1	Yes
pbp_Section_A	pbp_a_hospice_care_yn					2	No
pbp_Section_A	pbp_a_service_area	CHAR	7	Service Area(s) (* = partial county):	Service Area(s)		
pbp_Section_A	pbp_a_contract_number	CHAR	5	Contract Number:	Contract Number		
pbp_Section_A	pbp_a_plan_identifier	CHAR	3	Plan ID:	Plan Identifier		
pbp_Section_A	pbp_a_segment_id	NUM	3	Segment ID:	Segment ID:		
pbp_Section_A	pbp_a_contract_period	CHAR	4	Contract Period:	Contract Period		
pbp_Section_A	pbp_a_plan_geog_name	CHAR	50	Plan Geographic Name:	Plan Geographic Name		
pbp_Section_A	pbp_a_segment_name	CHAR	50	Segment Name:	Segment Name		
pbp_Section_A	pbp_a_eghp_yn	CHAR	1	Is this an Employer-Only plan?	EGHP Plan YN	1	Yes
pbp_Section_A	pbp_a_eghp_yn					2	No
pbp_Section_A	pbp_a_est_memb	NUM	10	Indicate CY2021 total projected member months for this plan:	CY 2021 Est Monthly Membership		
pbp_Section_A	pbp_a_continue_yn	CHAR	1	Does this Plan have a CMS-approved Continuation Area?	Continuation Area YN	1	Yes
pbp_Section_A	pbp_a_continue_yn					2	No
pbp_Section_A	pbp_a_continue_costshare_yn	CHAR	1	Does this Plan have the same cost sharing in the Continuation Area for the services included?	Continuation Area Same Cost YN	1	Yes
pbp_Section_A	pbp_a_continue_costshare_yn					2	"No, describe"
pbp_Section_A	pbp_a_platino_yn	CHAR	1	Do you intend to participate in the PLATINO program?	Participate in PLATINO	1	Yes
pbp_Section_A	pbp_a_platino_yn					2	No
pbp_Section_A	pbp_a_special_need_flag	CHAR	1	Is this a Special Needs Plan?	SNP Special Needs Plan YN	1	Yes
pbp_Section_A	pbp_a_special_need_flag					2	No
pbp_Section_A	pbp_a_special_need_plan_type	CHAR	1	Special Needs Plan Type:	SNP Type	1	Institutional
pbp_Section_A	pbp_a_special_need_plan_type					3	Dual-Eligible
pbp_Section_A	pbp_a_special_need_plan_type					4	Chronic or Disabling Condition
pbp_Section_A	pbp_a_snp_institutional_type	CHAR	1	Special Needs Institutional Type:	SNP Institutional Type	1	Institutional (Facility)
pbp_Section_A	pbp_a_snp_institutional_type					2	Institutional Equivalent (Living in the Community)
pbp_Section_A	pbp_a_snp_institutional_type					3	Institutional (Facility) and Institutional Equivalent (Living in the Community)
pbp_Section_A	pbp_a_dsnp_zerodollar	CHAR	1	Is this D-SNP plan a Medicare zero-dollar cost sharing plan (this does not apply to Part D Services)?	SNP Zero Dollar	1	Yes
pbp_Section_A	pbp_a_dsnp_zerodollar					2	No
pbp_Section_A	pbp_a_snp_cond	CHAR	20	Chronic or Disabling Conditions:	SNP Conditions	1 in 2	Autoimmune disorders
pbp_Section_A	pbp_a_snp_cond					1 in 3	Cancer excluding pre-cancer conditions or in-situ status
pbp_Section_A	pbp_a_snp_cond					1 in 4	Cardiovascular disorders
pbp_Section_A	pbp_a_snp_cond					1 in 5	Chronic heart failure
pbp_Section_A	pbp_a_snp_cond					1 in 6	Dementia
pbp_Section_A	pbp_a_snp_cond					1 in 7	Diabetes mellitus
pbp_Section_A	pbp_a_snp_cond					1 in 8	End-stage liver disease
pbp_Section_A	pbp_a_snp_cond					1 in 9	Dialysis Services requiring dialysis (any mode of dialysis)
pbp_Section_A	pbp_a_snp_cond					1 in 10	Severe hematologic disorders
pbp_Section_A	pbp_a_snp_cond					1 in 11	HIV/AIDS
pbp_Section_A	pbp_a_snp_cond					1 in 12	Chronic lung disorders
pbp_Section_A	pbp_a_snp_cond					1 in 13	Chronic and disabling mental health conditions
pbp_Section_A	pbp_a_snp_cond					1 in 14	Neurologic disorders
pbp_Section_A	pbp_a_snp_cond					1 in 15	Stroke
pbp_Section_A	pbp_a_snp_cond					1 in 16	Cardiovascular Disorders and/or Chronic Heart Failure
pbp_Section_A	pbp_a_snp_cond					1 in 17	Cardiovascular Disorders and/or Diabetes
pbp_Section_A	pbp_a_snp_cond					1 in 18	Chronic Heart Failure and/or Diabetes
pbp_Section_A	pbp_a_snp_cond					1 in 19	"Cardiovascular Disorders, Chronic Heart Failure, and/or Diabetes"
pbp_Section_A	pbp_a_snp_cond					1 in 20	Cardiovascular Disorders and/or Stroke
pbp_Section_A	pbp_a_snp_cond					1 in 1	Chronic alcohol and other drug dependence
pbp_Section_A	pbp_a_snp_state_cvg_yn	CHAR	1	"Under this D-SNP, has the state agreed to cover all Medicare premiums and cost sharing for enrollees in your D-SNP?"	SNP State Coverage YN	1	Yes
pbp_Section_A	pbp_a_snp_state_cvg_yn					2	No
pbp_Section_A	pbp_a_pharmacy_website	CHAR	100	Participating Pharmacy Website Address:	Pharm Web Add		
pbp_Section_A	pbp_a_formulary_web_addr	CHAR	100	Formulary Website Address:	Formulary Web Address		
pbp_Section_A	pbp_a_phys_web_addr	CHAR	100	Physician Website Address:	Phys Web Add		
pbp_Section_A	pbp_a_curmbr_phone	CHAR	14	Customer Service Contact Phone Number for Current Medicare Beneficiaries:	Cur Mbr Phone Num		
pbp_Section_A	pbp_a_curmbr_phone_ext	CHAR	7	Extension:	Cur Mbr Phone Num Ext		
pbp_Section_A	pbp_a_curmbr_loc_phone	CHAR	14	Customer Service Contact Local Phone Number for Current Medicare Beneficiaries:	Cur Mbr Local Phone Num		
pbp_Section_A	pbp_a_curmbr_loc_phone_ext	CHAR	7	Extension:	Cur Mbr Local Phone Num Ext		
pbp_Section_A	pbp_a_prombr_phone	CHAR	14	Customer Service Contact Phone Number for Prospective Medicare Beneficiaries:	Prosp Mbr Phone Num		
pbp_Section_A	pbp_a_prombr_phone_ext	CHAR	7	Extension:	Prosp Mbr Phone Num Ext		
pbp_Section_A	pbp_a_prombr_loc_phone	CHAR	14	Customer Service Contact Local Phone Number for Prospective Medicare Beneficiaries:	Prosp Mbr Phone Local Num		
pbp_Section_A	pbp_a_prombr_loc_phone_ext	CHAR	7	Extension:	Prosp Mbr Phone Local Num Ext		
pbp_Section_A	pbp_a_pd_curmbr_phone	CHAR	14	Customer Service Contact Phone Number for Current Part D Medicare Beneficiaries:	Cur Mbr Part D Phone Num		
pbp_Section_A	pbp_a_pd_curmbr_phone_ext	CHAR	7	Extension:	Cur Mbr Part D Phone Num Ext		
pbp_Section_A	pbp_a_pd_curmbr_loc_phone	CHAR	14	Customer Service Contact Local Phone Number for Current Part D Medicare Beneficiaries:	Cur Mbr Part D Local Phone Num		
pbp_Section_A	pbp_a_pd_curmbr_loc_phone_ext	CHAR	7	Extension:	Cur Mbr Part D Local Phone Ext		
pbp_Section_A	pbp_a_pd_prombr_phone	CHAR	14	Customer Service Contact Phone Number for Prospective Part D Medicare Beneficiaries:	Prosp Mbr Part D Phone Num		
pbp_Section_A	pbp_a_pd_prombr_phone_ext	CHAR	7	Extension:	Prosp Mbr Part D Phone Num Ext		
pbp_Section_A	pbp_a_pd_prombr_loc_phone	CHAR	14	Customer Service Contact Local Phone Number for Prospective Part D Medicare Beneficiaries:	Prosp Mbr Part D Loc Phone Num		
pbp_Section_A	pbp_a_pd_prombr_loc_phone_ext	CHAR	7	Extension:	Prosp Mbr Part D Loc Phone Ext		
pbp_Section_A	pbp_a_ttytdd_curmbr_phone	CHAR	14	Customer Service Contact TTY/TDD for Current Medicare Beneficiaries:	Cur Mbr TTYTDD Num		
pbp_Section_A	pbp_a_ttytdd_curmbr_phone_ext	CHAR	7	Extension:	Cur Mbr TTYTDD Num Ext		
pbp_Section_A	pbp_a_ttytdd_cur_loc_phone	CHAR	14	Customer Service Contact Local TTY/TDD for Current Medicare Beneficiaries:	Cur Mbr TTYTDD Local Num		
pbp_Section_A	pbp_a_ttytdd_cur_loc_phone_ext	CHAR	7	Extension:	Cur Mbr TTYTDD Local Num Ext		
pbp_Section_A	pbp_a_ttytdd_prombr_phone	CHAR	14	Customer Service Contact TTY/TDD for Prospective Medicare Beneficiaries:	Prosp Mbr TTYTDD Num		
pbp_Section_A	pbp_a_ttytdd_prombr_phone_ext	CHAR	7	Extension:	Prosp Mbr TTYTDD Num Ext		
pbp_Section_A	pbp_a_ttytdd_pro_loc_phone	CHAR	14	Customer Service Contact Local TTY/TDD for Prospective Medicare Beneficiaries:	Prosp Mbr TTYTDD Num		
pbp_Section_A	pbp_a_ttytdd_pro_loc_phone_ext	CHAR	7	Extension:	Prosp Mbr TTYTDD Num Ext		
pbp_Section_A	pbp_a_pd_ttytdd_curmbr_phone	CHAR	14	Customer Service Contact TTY/TDD for Current Part D Medicare Beneficiaries:	Cur Mbr Part D TTYTDD Num		
pbp_Section_A	pbp_a_pd_ttytdd_curmbr_phn_ext	CHAR	7	Extension:	Cur Mbr Part D TTYTDD Num Ext		
pbp_Section_A	pbp_a_pd_ttytdd_cur_loc_phone	CHAR	14	Customer Service Contact Local TTY/TDD for Current Part D Medicare Beneficiaries:	Cur Mbr Part D TTYTDD Loc Num		
pbp_Section_A	pbp_a_pd_ttytdd_cur_loc_phn_ex	CHAR	7	Extension:	Cur Mbr Part D TTYTDD Loc Ext		
pbp_Section_A	pbp_a_pd_ttytdd_prombr_phone	CHAR	14	Customer Service Contact TTY/TDD for Prospective Part D Medicare Beneficiaries:	Prosp Mbr Part D TTYTDD Num		
pbp_Section_A	pbp_a_pd_ttytdd_prombr_phn_ext	CHAR	7	Extension:	Pro Mbr Part D TTYTDD Num Ext		
pbp_Section_A	pbp_a_pd_ttytdd_pro_loc_phone	CHAR	14	Customer Service Contact Local TTY/TDD for Prospective Part D Medicare Beneficiaries:	Pro Mbr Part D TTYTDD Loc Num		
pbp_Section_A	pbp_a_pd_ttytdd_pro_loc_phn_ex	CHAR	7	Extension:	Pro Mbr Part D TTYTDD Loc Ext		
pbp_Section_A	pbp_a_ffs_bid_b_yn	CHAR	1	Is your organization filing a standard bid for Section B of the PBP?	FFS BID Section B YN?	1	Yes
pbp_Section_A	pbp_a_ffs_bid_b_yn					2	No
pbp_Section_A	pbp_a_ffs_bid_b_auth_yn	CHAR	1	Do any of these services require prior authorization?	Section B Authorization	1	Yes
pbp_Section_A	pbp_a_ffs_bid_b_auth_yn					2	No
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats	CHAR	255	Select all of the Service Categories that require prior authorization:	Section B Auth Cats	10a	10a: Ambulance Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					11a	11a: Durable Medical Equipment (DME)
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					11b	11b: Prosthetics/Medical Supplies
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					11c	11c: Diabetic Supplies and Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					12	12: Dialysis Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					14a	14a: Medicare-covered Zero Dollar Preventive Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					14d	14d: Kidney Disease Education Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					14e1	14e1: Glaucoma Screening
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					14e2	14e2: Diabetes Self-Management Training
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					14e3	14e3: Barium Enemas
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					14e4	14e4: Digital Rectal Exams
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					14e5	14e5: EKG following Welcome Visit
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					14e6	14e6: Other Medicare-covered Preventive Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					15	15: Medicare Part B Rx Drugs
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					16b	16b: Comprehensive Dental
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					17a	17a: Eye Exams
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					17b	17b: Eyewear
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					18a	18a: Hearing Exams
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					1a	1a: Inpatient Hospital-Acute
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					1b	1b: Inpatient Hospital Psychiatric
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					2	2: Skilled Nursing Facility (SNF)
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					20	20: Prescription Drugs (Cost Plans Only)
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					3-1	3-1: Cardiac Rehabilitation Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					3-2	3-2: Intensive Cardiac Rehabilitation Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					3-3	3-3: Pulmonary Rehabilitation Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					3-4	3-4: SET for PAD Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					5	5: Partial Hospitalization
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					6	6: Home Health Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					7b	7b: Chiropractic Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					7c	7c: Occupational Therapy Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					7d	7d: Physician Specialist Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					7e	7e: Mental Health Specialty Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					7f	7f: Podiatry Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					7g	7g: Other Health Care Professional
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					7h	7h: Psychiatric Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					7i	7i: Physical Therapy and Speech-Language Pathology Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					7k	7k: Opioid Treatment Program Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					8a	8a: Diagnostic Procedures/Tests/Lab Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					8b1	8b1: Diagnostic Radiological Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					8b2	8b2: Therapeutic Radiological Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					8b3	8b3: Outpatient X-Ray Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					9a1	9a1: Outpatient Hospital Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					9a2	9a2: Observation Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					9b	9b: Ambulatory Surgical Center (ASC) Services
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					9c	9c: Outpatient Substance Abuse
pbp_Section_A	pbp_a_ffs_bid_b_auth_cats					9d	9d: Outpatient Blood Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_yn	CHAR	1	Do any of these services require referrals?	Section B Referral	1	Yes
pbp_Section_A	pbp_a_ffs_bid_b_ref_yn					2	No
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats	CHAR	255	Select all of the Service Categories that require referral:	Section B Ref Cats	12	12: Dialysis Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					14a	14a: Medicare-covered Zero Dollar Preventive Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					14d	14d: Kidney Disease Education Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					14e1	14e1: Glaucoma Screening
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					14e2	14e2: Diabetes Self-Management Training
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					14e3	14e3: Barium Enemas
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					14e4	14e4: Digital Rectal Exams
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					14e5	14e5: EKG following Welcome Visit
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					14e6	14e6: Other Medicare-covered Preventive Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					16b	16b: Comprehensive Dental
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					17a	17a: Eye Exams
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					17b	17b: Eyewear
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					18a	18a: Hearing Exams
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					1a	1a: Inpatient Hospital-Acute
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					1b	1b: Inpatient Hospital Psychiatric
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					2	2: Skilled Nursing Facility (SNF)
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					3-1	3-1: Cardiac Rehabilitation Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					3-2	3-2: Intensive Cardiac Rehabilitation Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					3-3	3-3: Pulmonary Rehabilitation Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					3-4	3-4: SET for PAD Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					5	5: Partial Hospitalization
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					6	6: Home Health Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					7b	7b: Chiropractic Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					7c	7c: Occupational Therapy Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					7d	7d: Physician Specialist Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					7e	7e: Mental Health Specialty Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					7f	7f: Podiatry Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					7g	7g: Other Health Care Professional
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					7h	7h: Psychiatric Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					7i	7i: Physical Therapy and Speech-Language Pathology Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					7k	7k: Opioid Treatment Program Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					8a	8a: Diagnostic Procedures/Tests/Lab Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					8b1	8b1: Diagnostic Radiological Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					8b2	8b2: Therapeutic Radiological Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					8b3	8b3: Outpatient X-Ray Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					9a1	9a1: Outpatient Hospital Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					9a2	9a2: Observation Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					9b	9b: Ambulatory Surgical Center (ASC) Services
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					9c	9c: Outpatient Substance Abuse
pbp_Section_A	pbp_a_ffs_bid_b_ref_cats					9d	9d: Outpatient Blood Services
pbp_Section_A	pbp_a_ffs_bid_c_yn	CHAR	1	Is your organization filing a standard bid for Section C of the PBP?	FFS Bid Section C YN?	1	Yes
pbp_Section_A	pbp_a_ffs_bid_c_yn					2	No
pbp_Section_A	pbp_a_ffs_bid_c_auth_yn	CHAR	1	Do any of these services require prior authorization?	Section C Authorization	1	Yes
pbp_Section_A	pbp_a_ffs_bid_c_auth_yn					2	No
pbp_Section_A	pbp_a_ffs_bid_c_auth_cats	CHAR	255	Select all of the Service Categories that require prior authorization:	Section C Auth Cats	10a	10a: Ambulance Services
pbp_Section_A	pbp_a_ffs_bid_c_auth_cats					11a	11a: Durable Medical Equipment (DME)
pbp_Section_A	pbp_a_ffs_bid_c_auth_cats					11b	11b: Prosthetics/Medical Supplies
pbp_Section_A	pbp_a_ffs_bid_c_auth_cats					11c	11c: Diabetic Supplies and Services
pbp_Section_A	pbp_a_ffs_bid_c_auth_cats					12	12: Dialysis Services
pbp_Section_A	pbp_a_ffs_bid_c_auth_cats					14a	14a: Medicare-covered Zero Dollar Preventive Services
pbp_Section_A	pbp_a_ffs_bid_c_auth_cats					14d	14d: Kidney Disease Education Services
pbp_Section_A	pbp_a_ffs_bid_c_auth_cats					14e1	14e1: Glaucoma Screening
pbp_Section_A	pbp_a_ffs_bid_c_auth_cats					14e2	14e2: Diabetes Self-Management Training
